4.507e1,1.154e1,1.409e2,1.092e3,6.024e3,2.519e4,8.293e4,2.204e5,4.807e5,8.708e5,1.321e6,1.689e6,1.829e6,1.686e6,1.326e6,8.887e5,5.057e5,2.436e5,9.931e4,3.429e4,9.998e3,2.457e3
5.526e0,1.286e2,1.414e3,9.749e3,4.721e4,1.704e5,4.738e5,1.035e6,1.791e6,2.448e6,2.600e6,2.067e6,1.124e6,3.167e5,3.558e3,1.191e5,3.480e5,4.431e5,3.695e5,2.274e5,1.093e5,4.212e4
3.482e1,7.375e2,7.300e3,4.474e4,1.896e5,5.867e5,1.363e6,2.397e6,3.162e6,3.015e6,1.883e6,5.642e5,2.022e3,2.842e5,6.793e5,6.247e5,2.638e5,1.954e4,3.623e4,1.511e5,1.935e5,1.488e5
1.517e2,2.926e3,2.609e4,1.420e5,5.248e5,1.383e6,2.642e6,3.627e6,3.414e6,1.917e6,3.711e5,5.266e4,6.880e5,9.728e5,4.936e5,3.242e4,9.271e4,3.037e5,2.639e5,7.774e4,6.286e1,4.918e4
5.156e2,9.074e3,7.292e4,3.523e5,1.132e6,2.516e6,3.876e6,3.964e6,2.338e6,4.461e5,8.449e4,9.176e5,1.141e6,4.082e5,1.077e3,3.057e5,4.501e5,1.670e5,4.268e1,1.040e5,1.643e5,7.547e4
1.451e3,2.335e4,1.693e5,7.257e5,2.019e6,3.750e6,4.533e6,3.191e6,8.488e5,2.490e4,9.507e5,1.344e6,4.725e5,7.954e3,4.473e5,5.331e5,1.069e5,3.800e4,2.303e5,1.641e5,1.019e4,3.503e4
3.476e3,5.123e4,3.359e5,1.277e6,3.069e6,4.700e6,4.287e6,1.781e6,3.475e4,7.222e5,1.567e6,7.385e5,7.890e1,4.812e5,6.465e5,1.172e5,7.199e4,3.191e5,1.576e5,2.196e2,1.035e5,1.127e5
7.200e3,9.751e4,5.791e4,1.955e6,4.039e6,5.022e6,3.252e6,5.405e5,2.511e5,1.562e6,1.240e6,7.659e4,3.634e5,7.987e5,2.217e5,5.267e4,3.813e5,1.983e5,1.780e3,1.535e5,1.261e5,2.478e3
1.312e4,1.638e5,8.833e5,2.649e6,4.687e6,4.635e6,1.920e6,1.233e4,1.018e6,1.752e6,4.804e5,1.049e5,8.515e5,4.831e5,2.732e3,3.827e5,3.107e5,1.155e3,1.695e5,1.669e5,2.843e3,7.214e4
2.144e4,2.476e5,1.217e6,3.247e6,4.898e6,3.749e6,8.099e5,1.876e5,1.644e6,1.269e6,3.026e4,5.715e5,8.409e5,7.772e4,2.397e5,4.697e5,5.096e4,1.236e5,2.383e5,2.047e4,6.818e4,1.111e5
3.195e4,3.428e5,1.541e6,3.670e6,4.705e6,2.692e6,1.780e5,7.034e5,1.791e6,6.130e5,8.716e4,9.107e5,4.643e5,2.394e4,4.979e5,2.456e5,2.296e4,2.801e5,9.772e4,2.856e4,1.449e5,2.812e4
4.381e4,4.392e5,1.816e6,3.875e6,4.216e6,1.721e6,1.369e1,1.190e6,1.522e6,1.580e5,4.019e5,8.957e5,1.213e5,2.283e5,4.944e5,3.800e4,1.758e5,2.419e5,1.731e3,1.311e5,9.116e4,3.928e3
5.537e4,5.219e5,1.999e6,3.845e6,3.554e6,9.730e5,1.062e5,1.447e6,1.069e6,2.283e3,6.763e5,6.445e5,6.307e2,4.209e5,3.106e5,8.344e4,2.816e5,1.061e5,3.688e4,1.596e5,1.600e4,5.201e4
6.442e4,5.748e5,2.055e6,3.596e6,2.836e6,4.788e5,3.094e5,1.450e6,6.368e5,4.978e4,7.746e5,3.582e5,5.095e4,4.698e5,1.264e5,8.748e4,2.639e5,1.633e4,1.084e5,1.073e5,2.137e3,8.377e4
6.889e4,5.865e5,1.975e6,3.176e6,2.156e6,1.992e5,4.776e5,1.274e6,3.260e5,1.613e5,7.140e5,1.541e5,1.476e5,4.003e5,2.669e4,1.636e5,1.801e5,1.462e3,1.387e5,4.494e4,2.713e4,7.311e4
6.778e4,5.549e5,1.777e6,2.658e6,1.574e6,6.621e4,5.541e5,1.019e6,1.440e5,2.450e5,5.731e5,4.833e4,2.106e5,2.882e5,2.279e2,1.892e5,9.830e4,2.185e4,1.242e5,1.035e4,4.915e4,4.523e4
6.291e4,4.989e5,1.533e6,2.159e6,1.135e6,1.541e4,5.532e5,7.785e5,5.548e4,2.781e5,4.287e5,8.821e3,2.269e5,1.902e5,6.807e3,1.763e3,4.598e4,4.242e4,9.333e4,3.647e2,5.526e4,2.254e4
5.523e4,4.270e5,1.270e6,1.701e6,8.067e5,1.209e3,5.001e5,5.742e5,1.760e4,2.694e5,3.060e5,8.173e1,2.099e5,1.189e5,1.924e4,1.453e5,1.854e4,5.166e4,6.330e4,1.226e3,4.987e4,9.347e3
4.521e4,3.428e5,9.936e5,1.281e6,5.585e5,3.779e2,4.125e5,4.065e5,4.115e3,2.309e5,2.092e5,1.700e3,1.731e5,7.133e3,2.615e4,1.093e5,6.403e3,4.945e4,4.005e4,4.105e3,3.916e4,3.236e3
3.460e4,2.585e5,7.351e5,9.204e5,3.757e5,2.266e3,3.152e5,2.772e5,4.909e2,1.803e5,1.380e5,4.307e3,1.311e5,4.181e4,2.624e4,7.696e4,1.851e3,4.087e4,2.430e4,5.600e3,2.812e4,9.156e2
2.306e4,1.706e5,4.786e5,5.872e5,2.288e5,3.026e3,2.091e5,1.701e5,2.592e3,1.211e5,8.248e4,4.771e3,8.606e4,2.271e4,2.031e4,4.797e4,4.237e2,2.823e4,1.350e4,4.988e3,1.765e4,1.984e2
1.466e4,1.078e5,3.000e5,3.635e5,1.375e5,2.647e3,1.324e5,1.027e5,7.160e1,7.715e4,4.890e4,3.882e3,5.407e4,1.261e4,1.399e4,2.916e4,9.041e1,1.824e4,7.594e3,3.679e3,1.075e4,3.804e1
